outcome,chi_squared,yu11,yu12,yu13,yu21,yu22,yu23,yu31,yu32,yu33,pu11,pu12,pu13,pu21,pu22,pu23,pu31,pu32,pu33,yd11,yd12,yd13,yd21,yd22,yd23,yd31,yd32,yd33,pd11,pd12,pd13,pd21,pd22,pd23,pd31,pd32,pd33,cL1,cL2,cL3,cu1,cu2,cu3,cd1,cd2,cd3
0,100455870.54697618,1.5270888646866685,3.9230049663569817,1.4048938951880503,3.3311878692799324,0.14983615269550907,0.8236031253570072,1.1948322977410637,0.20463042672511275,0.3260333807959367,1.1971826915933723,-0.3131878820203617,0.08362082947012839,2.4043962153690686,-1.763681960917449,2.450781078081696,2.500375418192184,1.0836402554932372,2.3137901355038006,0.471468803555619,0.07025293856833904,0.14874541584478576,3.505389562163159,0.7529926853707146,2.7540593765273607,0.29206052501774626,0.6926574199088953,2.0341235979675267,-0.9577072947894189,-2.059308687801064,-0.07683121606846344,2.6965517639622254,0.3416930608398432,0.9709222755808584,3.122392003336817,-2.528230828708712,0.9547366674556148,0.5326523902216556,0.5036810158595421,0.7156637165975264,0.9454304936189076,0.2333867998710515,0.9198858347363821,0.2056582970989398,0.6911909832100167,0.9001086104271843
2,30397070.43367629,0.2377249776090016,1.2583822270744316,0.4731044282023161,0.7374236730673421,3.9641463496576974,1.4592938314417687,3.828019471554087,2.0134817273053374,3.8331314912531615,1.7609512771708775,-2.167311054093887,-0.483619336181837,0.390551579076436,2.58143734846535,-1.952025472370992,1.2846210423871325,-2.5105617926146806,-0.9017755915945962,0.1358699187908222,0.07398738856254274,0.3933161145264921,3.9054464244520473,2.449319389251684,3.967177634803388,0.4193345040923904,0.8124844601850011,0.6247235661733337,2.979400471712152,3.137668589488995,-3.0521066911238885,-3.0485767626678504,1.51877546012871,-0.23074239082015915,2.620499288162025,-2.0026677730549767,-0.09089624125236327,0.1288852292404763,0.7790294175735926,0.2334609195289339,0.2946540514072025,0.10648531191738808,0.8132719780988813,0.2909153431310609,0.602134279312307,0.2734260707686369
2,1025515.073465812,3.999478602003172,3.979537202707274,3.9999226418842753,3.485026821527609,3.8982834270212527,3.9678300062699803,3.940972670016144,3.912087953513762,3.987778127333432,-0.39949738707273896,1.8293771105387309,-1.9118761362260717,-0.3392476820846775,-1.0841147533026234,1.4163937459032097,-1.305749918381288,-1.9119446996796623,0.5938588941589922,0.3781950155741967,0.024916368799566255,0.01093058485203483,3.9995510973630046,3.999036901133541,3.999601917352897,3.187633940257312,1.7111394510247864,0.4821640036282869,2.3063215761124627,-1.9229389429014008,-2.313691439773024,1.306396435755106,-2.6145113365045365,-0.8623989211761471,3.141592624346419,-1.5303600048196204,-3.1090673331340195,0.9571680256752746,0.4712862478934361,0.8270456377797508,0.6142116499111219,0.3321338479608187,0.7971525326518853,0.8777408120594119,0.4689506452359575,0.4506054717013637
0,101364123.75633615,2.104441230450484,0.06975050123015646,3.4031750971840955,0.5019958472092488,0.08805840746299959,0.8752271446289557,2.306176719165277,0.23431968654797725,3.8955480778559903,2.996343253091692,-2.4789869253621672,-0.8098208876920285,-0.9646220995435844,-3.141557310109473,1.5234069732815776,-1.4160530523731631,1.0919021010693055,1.0200767583745791,0.4711223722320522,0.05592971484615699,0.2300338909213827,3.321517153722298,3.3832654216211986,0.7506938856442175,0.2580537769731771,0.6116761803320558,1.1563326778170977,-0.2764149079604774,0.3577210991104014,0.7754347050937676,0.10027770970630767,-0.8914166953633513,1.7763979971974493,0.2948835137323487,-1.7543673756354263,-1.6418778278090012,0.2221448477132979,0.5673559184516224,0.9654744009343026,0.4497451310585832,0.13483156834898047,0.8679597290904244,0.9115433657672538,0.8644837109672112,0.33334621102318396
0,23121061.77798828,0.13353469709093094,2.4265586559914256,2.4150596158834747,3.997763823015768,3.999998649979952,3.999999363174605,0.14011269540860452,0.2649618165276277,0.2699541743530525,-1.5551544758933262,-1.2303919000601469,-1.7355932515325951,-1.5177870311569357,-1.8829270235265043,-1.021104277549251,-1.5733657002166292,-1.5375826928972638,-1.4233490491430032,0.13256876176366084,0.4155070216847506,0.2134382366126166,2.9344657013104642,1.6431257993239463,0.6700083071029983,0.3959014727758137,0.4170673302947215,0.7411725637425517,-3.1415925346370717,2.7675688012398187,-3.114392506237841,-2.3425648920534146,1.4564131274158374,-1.1008748997216635,-3.1412343691773366,-2.3611943263799247,0.8063090606762935,0.537781913018565,0.13585770657978236,0.4656762264399314,0.9211271628287441,0.4745740530968536,0.7127441812338602,0.6329576739601572,0.3705400190114294,0.3986276575693046
2,79467551.34021153,0.06837094149152671,0.3975376141062587,1.4791876612849055,0.2079108588707896,1.3029442345816151,3.9991900992726963,0.010058105677808658,1.8282206408702604,3.9997039983505642,0.7977114528638012,0.3474242182696861,0.40074910601684266,-2.820083678649931,-1.2238052930445256,-1.2402713076180985,-3.14079953261227,2.1734771890939366,2.20463684325345,0.2433170112373933,0.14535764124749972,0.45984203758710995,0.3159346750465375,3.738784878686431,1.0660958900871007,0.6060206676204295,0.2791786485704173,0.4986821776186854,-1.2074898730612027,1.715532735297444,-1.2702532688474903,-2.9125409411088152,1.5158218369242291,3.1167635189056746,2.0683347106506984,-2.6371693643856413,-1.1645417611799913,0.823917021774125,0.9559888641689628,0.7829721498025197,0.7032791790108965,0.7956493955865263,0.8320153678702376,0.7050371623121329,0.377119827824151,0.5038129625329201
0,99702163.70580706,1.2657682388725988,0.5661889099598878,1.2153116131813175,0.162886064027357,0.2233436905239901,0.26254537766430963,0.5442838665500418,0.6906735377269955,0.8806488245425829,-3.008790407103245,-0.002260472057908025,3.0006508830615246,-0.16976506692604953,2.4183391991760184,-0.3487240154069537,0.4176749110930418,2.948411732469613,0.1806470634849715,0.5060001204459801,0.08681791158481553,0.20348949646456746,3.505787307672928,2.3624047811550595,2.08206212818568,0.31787273940265504,0.5248487989778956,0.9261796816123866,-0.21711985458248065,-1.248250795669816,1.4012691655115637,1.7333052780989435,2.859614281227284,2.198887796444046,1.1485802350534795,0.9857071381963064,0.14563134890999496,0.3724296394627116,0.907017612826591,0.4130670901147981,0.6459113641402845,0.5686817238473258,0.4092065359159261,0.5551350613190329,0.19098266945494968,0.9044142684713972
0,65376908.35664485,0.3642411334396241,2.7206804333154606,0.030422934956367262,0.1027934940593542,0.0100037445626888,0.010007783141898884,2.364017410566715,3.9694710617233966,0.210945243083608,-2.9568543214898466,-2.5387054400940627,1.814727495468276,-2.1934924171571506,-0.9654728431345688,1.9858034228874704,-0.31731031668210585,-0.3511151201502072,-2.183024149593308,0.8539301143611897,0.16041224177560906,0.1432239553697694,3.9929939168607436,0.4982291530844134,3.3329031099281607,0.34998495049721723,0.40872909282584896,0.5372475659692606,2.3366783181475648,0.7729667154321094,-1.6153045451515722,1.5375971730687592,1.2488898191939644,-0.9545035351391048,-2.8391064751501234,-2.453327629384553,-1.7013777711516824,0.8424283572700433,0.9682418306864412,0.4158763014750591,0.478911830937816,0.43278389871897627,0.7449073886759461,0.2602242970802804,0.13978887615008784,0.4398130154647446
2,92444753.26419558,3.9999978929368996,1.804670271105484,0.6453042981589056,2.2791235591937533,0.7141010206230853,0.039900484303992435,3.9946259418958237,0.2535192639579832,0.405840725357528,-3.1310760102294903,1.5093969187954501,2.1562935757147508,1.4150477620578703,-1.9859598195336188,0.5573488703661269,0.7835233003186506,0.657916455430299,1.1565366790192098,0.700808475522813,0.07628061700969035,0.36591891447715535,0.2982661441131574,0.3569862769502428,3.2747066346489717,0.34091278695168986,0.3583309036353311,0.4804317641432342,2.812699122307621,-2.7851790364878304,2.851306416711405,-2.5020907083754502,2.5254898863312807,0.24468538171785514,3.1350082271292687,2.7223311265226107,-2.8957646673276285,0.5795559074831642,0.3486822531124316,0.4233392924234778,0.4220741336908418,0.7679348769215002,0.33939219311687285,0.5853768332574738,0.499018729071361,0.22323025079149472
2,47578588.19123363,1.6208775047806692,3.707208543023607,3.4136050606256134,0.25424685924289475,2.8606583242101262,3.2447442712068932,3.4902048991582304,3.5500552025778997,3.8769194863431435,2.497547599221861,-0.9250317847159693,3.1236048197541644,-2.736445468170863,0.8475140272497845,-1.3856078452200211,-2.932984546874504,-1.3994067740687568,2.1356130703319467,0.06648827841702683,0.055471122996226654,0.3872298083528389,3.651035421870208,3.5452443331722976,3.9979648627196576,0.7155127941778509,0.7832553791632294,0.5580001988420207,-1.9110378336198173,3.138755439028647,2.908536561662665,-3.140275659651321,3.1410367562869554,-1.2088636816190237,-2.2415187012070934,1.3766558265763402,-1.5298737858120712,0.8355172615940782,0.9774074041998624,0.20495861798284976,0.5659640798685279,0.4676198017719271,0.9042075822770396,0.24945806252890226,0.11532996676811758,0.2300390193882893
